Document ID,Participant,Timestamp,Trial,Task,Response,Choice,RT,ITI (s),Reward,Feedback,All Probabilities,Chosen Probability
KuqFukwvzNEXlIQ7e0H5,prolific_67d32c2cba06efc04050afba,2025-03-19T11:29:34.962Z,286,,65,,3307,,,,,
KuqFukwvzNEXlIQ7e0H5,prolific_67d32c2cba06efc04050afba,2025-03-19T11:29:34.962Z,287,,[object Object],,119439,,,,,
KuqFukwvzNEXlIQ7e0H5,prolific_67d32c2cba06efc04050afba,2025-03-19T11:29:34.962Z,288,,,,5000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,0,,,,8187,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,1,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,2,, ,,1699,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,3,, ,,6799,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,4,, ,,3478,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,5,,,,10000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,6,response,q,q,2167,,,0.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,7,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,8,,,,,4.50775926,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,8,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,9,response,t,t,1409,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,10,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,11,,,,,1.87287147,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,11,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,12,response,t,t,694,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,13,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,14,,,,,3.88535747,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,14,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,15,,50,,5235,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,16,,9,,3759,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,17,,50,,3757,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,18,,28,,2405,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,19,,50,,4459,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,20,,,,2225,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,21,,,,10000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,22,response,q,q,830,,,0.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,23,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,24,,,,,4.65645066,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,24,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,25,response,t,t,1350,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,26,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,27,,,,,4.12585882,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,27,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,28,response,t,t,1809,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,29,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,30,,,,,3.88535747,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,30,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,31,response,t,t,958,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,32,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,33,,,,,1.24078153,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,33,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,34,response,p,p,772,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,35,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,36,,,,,1.34170206,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,36,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,37,response,p,p,681,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,38,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,39,,,,,1.24415086,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,39,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,40,response,p,p,714,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,41,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,42,,,,,3.44448521,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,42,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,43,response,p,p,729,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,44,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,45,,,,,2.5956608,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,45,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,46,response,p,p,610,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,47,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,48,,,,,4.58203134,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,48,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,49,response,p,p,824,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,50,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,51,,,,,1.8988998,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,51,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,52,response,p,p,693,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,53,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,54,,,,,4.95281674,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,54,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,55,response,p,p,735,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,56,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,57,,,,,1.72268074,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,57,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,58,response,p,p,556,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,59,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,60,,,,,4.44339236,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,60,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,61,response,p,p,487,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,62,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,63,,,,,4.42389611,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,63,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,64,response,p,p,670,,,0.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,65,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,66,,,,,4.50856021,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,66,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,67,response,t,t,888,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,68,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,69,,,,,3.91494587,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,69,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,70,response,p,p,411,,,0.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,71,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,72,,,,,3.68446081,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,72,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,73,response,q,q,643,,,0.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,74,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,75,,,,,4.71875611,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,75,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,76,response,t,t,687,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,77,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,78,,,,,2.11754048,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,78,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,79,response,t,t,495,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,80,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,81,,,,,4.71725242,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,81,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,82,response,p,p,490,,,0.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,83,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,84,,,,,1.22203299,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,84,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,85,response,t,t,1265,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,86,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,87,,,,,4.77221725,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,87,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,88,response,p,p,483,,,0.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,89,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,90,,,,,1.87287147,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,90,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,91,response,q,q,597,,,0.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,92,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,93,,,,,3.99800967,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,93,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,94,response,t,t,409,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,95,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,96,,,,,2.68921955,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,96,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,97,response,t,t,698,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,98,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,99,,,,,1.30162451,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,99,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,100,response,t,t,560,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,101,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,102,,,,,1.97473574,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,102,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,103,response,t,t,663,,1,+1.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,104,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,105,,,,,3.97178517,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,105,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,106,response,t,t,386,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,107,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,108,,,,,1.87549279,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,108,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,109,response,p,p,483,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,110,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,111,,,,,2.87804185,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,111,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,112,response,p,p,542,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,113,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,114,,,,,4.93912462,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,114,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,115,response,p,p,396,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,116,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,117,,,,,3.93897413,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,117,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,118,response,p,p,775,,1,+1.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,119,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,120,,,,,3.3403206,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,120,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,121,response,p,p,546,,,0.00$,"[0.5,0.3,0.7]",0.7
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,122,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,123,,,,,4.75169756,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,123,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,124,response,t,t,407,,,0.00$,"[0.5,0.3,0.7]",0.3
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,125,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,126,,,,,3.654616,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,126,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,127,response,q,q,359,,1,+1.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,128,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,129,,,,,3.17386958,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,129,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,130,response,q,q,506,,1,+1.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,131,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,132,,,,,2.64379115,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,132,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,133,response,q,q,354,,1,+1.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,134,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,135,,,,,2.25875576,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,135,,,,,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,136,response,q,q,452,,1,+1.00$,"[0.5,0.3,0.7]",0.5
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,137,,,,1000,,,,,
vawpC3ybHo27a2Ktu8pP,prolific_59e4b3a1896cfc0001921095,2025-03-19T11:32:14.922Z,138,,,,,2.85765018,,,,
